-63.91114214,279.3797051
-62.91186687,279.3416403
-61.9125916,279.3035755
-60.91331632,279.2655107
-59.91404105,279.2274459
-58.91476578,279.1893811
-57.91549051,279.1513163
-56.91621523,279.1132515
-55.91693996,279.0751866
-54.91766469,279.0371218
-53.91838941,278.999057
-52.91911414,278.9609922
-51.91983887,278.9229274
-50.9205636,278.8848626
-49.92128832,278.8467978
-48.9220125,278.8087669
-47.92202903,278.8145159
-46.92204555,278.8202649
-45.92206208,278.8260139
-44.9220786,278.8317629
-43.92209513,278.8375118
-42.92211166,278.8432608
-41.92212818,278.8490098
-40.92214471,278.8547588
-39.92216123,278.8605077
-38.92217776,278.8662567
-37.92219428,278.8720057
-36.92221081,278.8777547
-35.92222733,278.8835037
-34.92224386,278.8892526
-33.92226039,278.8950016
-32.92227691,278.9007506
-31.92229344,278.9064996
-30.92230996,278.9122485
-29.92232649,278.9179975
-28.92234301,278.9237465
-27.92235954,278.9294955
-26.92237606,278.9352445
-25.92239259,278.9409934
-24.92240911,278.9467424
-23.92242564,278.9524914
-22.92244217,278.9582404
-21.92245869,278.9639893
-20.92247522,278.9697383
-19.92249174,278.9754873
-18.92250827,278.9812363
-17.92252479,278.9869853
-16.92254132,278.9927342
-15.92255784,278.9984832
-14.92257437,279.0042322
-13.9225909,279.0099812
-12.92260742,279.0157301
-11.92262395,279.0214791
-10.92264047,279.0272281
-9.922656997,279.0329771
-8.922673523,279.0387261
-7.922690048,279.044475
-6.922706574,279.050224
-5.922723099,279.055973
-4.922739625,279.061722
-3.922756151,279.0674709
-2.922772676,279.0732199
-1.922789202,279.0789689
-0.922805727,279.0847179
0.077177747,279.0904668
1.077161222,279.0962158
2.077144696,279.1019648
3.077128171,279.1077138
4.077111645,279.1134628
5.07709512,279.1192117
6.077078594,279.1249607
7.077062069,279.1307097
8.077045543,279.1364587
9.077029018,279.1422076
10.07701249,279.1479566
11.07699597,279.1537056
12.07697944,279.1594546
13.07696292,279.1652036
14.07694639,279.1709525
15.07692986,279.1767015
16.07691334,279.1824505
17.07689681,279.1881995
18.07688029,279.1939484
19.07686376,279.1996974
20.07684724,279.2054464
21.07683071,279.2111954
22.07681419,279.2169444
23.07679766,279.2226933
24.07678114,279.2284423
25.07676461,279.2341913
26.07674808,279.2399403
27.07673156,279.2456892
28.07671503,279.2514382
29.07669851,279.2571872
30.07668198,279.2629362
31.07666546,279.2686852
32.07664893,279.2744341
33.07663241,279.2801831
34.07661588,279.2859321
35.07659935,279.2916811
36.07658283,279.29743
37.0765663,279.303179
38.07654978,279.308928
39.07653325,279.314677
40.07651673,279.320426
41.0765002,279.326175
42.07648327,279.3319941
43.07646634,279.3378132
44.07644941,279.3436323
45.07643248,279.3494514
46.07641555,279.3552705
47.07639861,279.3610896
48.07638168,279.3669087
49.07636475,279.3727278
50.07634782,279.3785469
51.07633089,279.384366
52.07631396,279.3901851
53.07629703,279.3960042
54.0762801,279.4018233
55.07626317,279.4076425
56.07624598,279.4134366
57.07589771,279.3870469
58.07554944,279.3606572
59.07520117,279.3342675
60.0748529,279.3078778
61.07450463,279.2814881
62.07415636,279.2550984
63.0738081,279.2287087
64.07345983,279.202319
65.07311156,279.1759293
66.07276329,279.1495396
67.07241502,279.1231499
68.07206675,279.0967601
69.07171848,279.0703704
70.06744494,279.031277
70.90774158,278.4891501
71.74803823,277.9470232
72.58833488,277.4048964
73.42863153,276.8627695
74.26892818,276.3206426
75.10922482,275.7785157
75.94952147,275.2363889
76.78981812,274.694262
77.63011477,274.1521351
78.47041142,273.6100083
79.31070807,273.0678814
80.15100471,272.5257545
80.99130136,271.9836277
81.83159801,271.4415008
82.67189466,270.8993739
83.51219131,270.357247
84.35248796,269.8151202
85.1927846,269.2729933
86.03308125,268.7308664
86.8733779,268.1887396
87.71367455,267.6466127
88.5539712,267.1044858
89.39426784,266.562359
90.23456449,266.0202321
91.07486114,265.4781052
91.91515779,264.9359783
92.75545444,264.3938515
93.59575109,263.8517246
94.43604773,263.3095977
95.27938617,262.7742557
