x,y
53.45,-140.3
53.463213463695155,-139.24592329447063
53.502845550589285,-138.19250903860978
53.56887135332727,-137.14041926575993
53.661249377043596,-136.09031517687313
53.7799215654404,-135.04285672496988
53.92481333727378,-133.99870220038196
54.09583363322546,-132.9585078170405
54.29287497313031,-131.922927300069
54.51581352352383,-130.89261147494017
54.76450917546705,-129.86820785845543
55.038805632599995,-128.85036025180364
55.33853050936845,-127.83970833595495
55.66349543936202,-126.83688726964415
56.013496193695865,-125.84252729019596
56.388312809361125,-124.85725331744335
56.78770972746395,-123.8816845609877
57.21143594126581,-122.91643413104757
57.659225153932354,-121.9621086531408
58.1307959458914,-121.01930788684201
58.62585195169518,-120.08862434885498
59.144082046275486,-119.17064294063705
59.6851605404746,-118.26594058080943
60.24874738572941,-117.37508584258427
60.83448838777982,-116.49863859643682
61.44201542926719,-115.63714965824661
62.070946701082995,-114.79116044312943
62.72088694232228,-113.96120262517704
63.39142768869103,-113.14779780331911
64.08214752921145,-112.35145717351682
64.79261237106373,-111.57268120749431
65.52237571239796,-110.81195933821016
66.27097892294461,-110.06976965226612
67.03795153224733,-109.34657858944674
