x,y
-75.25,256.09999999999997
-74.22087101881687,256.08793562632087
-73.19230767756963,256.0517491362227
-72.16487530530163,255.991460418878
-71.139138609442,255.90710261076129
-70.11566136542558,255.79872207743608
-69.09500610682522,255.66637838807114
-68.07773381616653,255.51014428269934
-67.0644036165952,255.33010563223775
-66.05557246456627,255.12636139129026
-65.05179484372424,254.89902354375926
-64.0536224601424,254.64821704129596
-63.06160393908873,254.37407973462325
-62.07628452348504,254.07676229776877
-61.09820577422535,253.75642814525003
-60.12790527251778,253.41325334225692
-59.165916324413985,253.04742650788106
-58.21276766768824,252.65914871144508
-57.26898318122737,252.24863336198894
-56.335081597091396,251.816106090974
-55.4115762154029,251.36180462826923
-54.498974622221986,250.8859786714878
-53.597778410561865,250.38888974874587
-52.70848290469844,249.8708110749188
-51.831576887925266,249.33202740147433
-50.96754233390374,248.77283485996458
-50.11685414175604,248.1935407992633
-49.279979875046365,247.59446361663785
-48.45737950479413,246.97593258274856
-47.649505156660155,246.33828766067168
-46.85680086244498,245.68187931904572
-46.07970231603572,245.00706833944335
-45.31863663393578,244.31422561807503
-44.57402212050886,243.60373196193356
-43.8462680380664,242.8759778794911
-43.13577438192493,242.1313633660642
-42.44293166055661,241.37029768396422
-41.76812068095423,240.593199137555
-41.111712339328285,239.8004948433398
-40.474067417251426,238.99262049520584
-39.855536383362114,238.1700201249536
-39.256459200736664,237.3331458582439
-38.677165140035385,236.48245766609622
-38.117972598525625,235.6184231120747
-37.57918892508117,234.7415170953015
-37.06111025125411,233.8522215894381
-36.56402132851215,232.95102537777797
-36.08819537173073,232.03842378459706
-35.63389390902597,231.11491840290856
-35.20136663801104,230.1810168187726
-34.79085128855489,229.23723233231172
-34.4025734921189,228.28408367558598
-34.03674665774304,227.32209472748218
-33.69357185474994,226.3517942257746
-33.3732377022312,225.37371547651492
-33.07592026537671,224.38839606091122
-32.801782958703996,223.39637753985755
-32.55097645624071,222.39820515627574
-32.32363860870971,221.3944275354337
-32.11989436776221,220.38559638340476
-31.93985571730061,219.37226618383343
-31.783621611928822,218.35499389317474
-31.65127792256387,217.33433863457438
-31.542897389238675,216.31086139055796
-31.458539581121954,215.2851246946983
-31.398250863777264,214.25769232243033
-31.362064373679083,213.2291289811831
-31.35,212.19999999999996
