x,y
-31.35,96.99999999999999
-31.359265949400147,95.98355139719341
-31.38706077709687,94.96743413515458
-31.433375422563614,93.95197944664096
-31.498194788204557,92.93751834842531
-31.581497744276085,91.92438153339072
-31.68325713577466,90.91289926273208
-31.803439791288746,89.90340125829769
-31.942006533812027,88.89621659510706
-32.09891219351424,87.89167359407934
-32.27410562246565,86.8900997150075
-32.46752971131011,85.89182144981368
-32.679121407881574,84.89716421611932
-32.908811737757745,83.90645225116633
-33.15652582674428,82.92000850612214
-33.422182925282186,81.93815454080483
-33.705696434770466,80.96121041886128
-34.00697393579549,79.98949460343303
-34.32591721825768,79.02332385334432
-34.662422313386024,78.06301311984512
-35.0163795276296,77.1088754439439
-35.38767347841541,76.16122185436281
-35.77618313176071,75.22036126614873
-36.181781841727414,74.28660037997378
-36.6043373917061,73.36024358215708
-37.043712037515746,72.44159284544156
-37.499762552305526,71.53094763055685
-37.97234027324362,70.62860478860178
-38.461291149978194,69.73485846427701
-38.96645579485468,68.84999999999997
-39.48766953487255,67.97431784093368
-40.0247624653655,67.10809744095936
-40.577559505386496,66.25162116962485
-41.14588045478078,65.40516822009786
-41.72954005292702,64.56901451815497
-42.32834803912851,63.74343263223576
-42.94210921463417,62.928691684590994
-43.57062350626908,62.125057263554794
-44.21368603165428,61.33279133696812
-44.87108716599386,60.55215216678311
-45.54261261040853,59.78339422487482
-46.228043461792225,59.02676811008904
-46.92715628417001,58.28252046655226
-47.63972318153363,57.5508939032708
-48.365511872130476,56.83212691504559
-49.1042857641829,56.12645380472772
-49.85580403301177,55.434104606840826
-50.61982169954057,54.75530501259453
-51.39608971015312,54.090276296314045
-52.18435501787991,53.43923524330931
-52.984360664886175,52.80239407920753
-53.79584586623445,52.17996040077225
-54.61854609489528,51.572137108231026
-55.452193167977114,50.97912233913439
-56.296515334148566,50.40110940376705
-57.151237362223355,49.83828672213296
-58.01608063087994,49.29083776253433
-58.89076321948633,48.75894098176471
-59.77499999999999,48.24276976693611
-60.66850272991385,47.74249237895816
-61.570980146216925,47.258271897688914
-62.48213806034029,46.79026616877397
-63.40167945405602,46.33862775219236
-64.32930457629897,45.903503872525114
-65.2647110408794,45.4850363709631
-66.20759392505428,45.083361659069965
-67.15764586892588,44.69861067431463
-68.11455717563432,44.33090883738866
-69.07801591231255,43.98037601132159
-70.04770801176957,43.64712646240821
-71.02331737486979,43.33126882296016
-72.00452597357489,43.032906055894045
-72.99101395461379,42.75213542116774
-73.98245974374858,42.48904844407568
-74.97854015060044,42.24373088541356
-75.97893047400329,42.01626271352212
-76.98330460784919,41.80671807821914
-77.99133514739215,41.61516528662824
-79.00269349597535,41.441666780912065
-80.01704997214632,41.286279117917616
-81.03407391712656,41.14905295073977
-82.0534338025989,41.03003301220955
-83.07479733877909,40.929258100312104
-84.09783158273501,40.84676106553942
-85.12220304691901,40.78256880018172
-86.14757780787814,40.73670222956118
-87.17362161510569,40.7091763052107
-88.20000000000002,40.699999999999996
