x,y
91.0,-44.599999999999966
92.02678571428571,-44.599999999999966
93.05357142857143,-44.599999999999966
94.08035714285714,-44.599999999999966
95.10714285714286,-44.599999999999966
96.13392857142857,-44.599999999999966
97.16071428571428,-44.599999999999966
98.1875,-44.599999999999966
99.21428571428571,-44.59999999999997
100.24107142857143,-44.59999999999997
101.26785714285714,-44.59999999999997
102.29464285714286,-44.59999999999997
103.32142857142857,-44.59999999999997
104.34821428571428,-44.59999999999997
105.375,-44.59999999999997
106.40178571428571,-44.59999999999997
107.42857142857143,-44.59999999999997
108.45535714285714,-44.59999999999997
109.48214285714286,-44.59999999999997
110.50892857142857,-44.59999999999997
111.53571428571428,-44.59999999999997
112.5625,-44.59999999999998
113.58928571428571,-44.59999999999998
114.61607142857143,-44.59999999999998
115.64285714285714,-44.59999999999998
116.66964285714286,-44.59999999999998
117.69642857142857,-44.59999999999998
118.72321428571428,-44.59999999999998
119.75,-44.59999999999998
120.77678571428571,-44.59999999999998
121.80357142857143,-44.59999999999998
122.83035714285714,-44.59999999999998
123.85714285714286,-44.59999999999998
124.88392857142857,-44.59999999999998
125.91071428571428,-44.59999999999998
126.9375,-44.59999999999998
127.96428571428571,-44.59999999999999
128.99107142857142,-44.59999999999999
130.01785714285714,-44.59999999999999
131.04464285714286,-44.59999999999999
132.07142857142856,-44.59999999999999
133.09821428571428,-44.59999999999999
134.125,-44.59999999999999
135.15178571428572,-44.59999999999999
136.17857142857142,-44.59999999999999
137.20535714285714,-44.59999999999999
138.23214285714286,-44.59999999999999
139.25892857142856,-44.59999999999999
140.28571428571428,-44.59999999999999
141.3125,-44.599999999999994
142.33928571428572,-44.599999999999994
143.36607142857142,-44.599999999999994
144.39285714285714,-44.599999999999994
145.41964285714286,-44.599999999999994
146.44642857142856,-44.599999999999994
147.47321428571428,-44.599999999999994
148.5,-44.599999999999994
