x,y
231.1,-212.2
231.08793562632093,-213.22912898118312
231.05174913622272,-214.25769232243036
230.99146041887803,-215.28512469469837
230.9071026107613,-216.31086139055802
230.7987220774361,-217.3343386345744
230.66637838807117,-218.35499389317476
230.5101442826994,-219.37226618383346
230.3301056322378,-220.3855963834048
230.1263613912903,-221.39442753543375
229.89902354375928,-222.39820515627576
229.648217041296,-223.39637753985758
229.37407973462328,-224.38839606091125
229.0767622977688,-225.37371547651495
228.75642814525006,-226.35179422577463
228.41325334225695,-227.3220947274822
228.04742650788108,-228.284083675586
227.6591487114451,-229.23723233231175
227.24863336198896,-230.1810168187726
226.81610609097402,-231.1149184029086
226.36180462826925,-232.0384237845971
225.88597867148783,-232.95102537777802
225.3888897487459,-233.85222158943813
224.87081107491883,-234.74151709530153
224.33202740147436,-235.6184231120747
223.77283485996463,-236.48245766609622
223.1935407992633,-237.33314585824394
222.59446361663788,-238.17002012495362
221.97593258274856,-238.99262049520584
221.3382876606717,-239.80049484333983
220.68187931904578,-240.593199137555
220.00706833944335,-241.37029768396428
219.31422561807506,-242.1313633660642
218.6037319619336,-242.87597787949113
217.87597787949113,-243.60373196193356
217.13136336606422,-244.31422561807506
216.37029768396428,-245.00706833944335
215.593199137555,-245.68187931904575
214.80049484333983,-246.3382876606717
213.99262049520587,-246.97593258274856
213.17002012495362,-247.59446361663785
212.33314585824397,-248.1935407992633
211.48245766609622,-248.7728348599646
210.6184231120747,-249.33202740147436
209.74151709530153,-249.8708110749188
208.8522215894381,-250.38888974874587
207.951025377778,-250.8859786714878
207.0384237845971,-251.36180462826923
206.11491840290861,-251.816106090974
205.1810168187726,-252.24863336198894
204.23723233231175,-252.65914871144508
203.284083675586,-253.04742650788108
202.3220947274822,-253.41325334225692
201.35179422577463,-253.75642814525003
200.37371547651492,-254.07676229776877
199.38839606091125,-254.37407973462325
198.39637753985758,-254.64821704129596
197.39820515627576,-254.89902354375926
196.39442753543375,-255.12636139129026
195.38559638340482,-255.33010563223775
194.37226618383346,-255.51014428269934
193.35499389317476,-255.66637838807114
192.3343386345744,-255.79872207743608
191.310861390558,-255.90710261076129
190.2851246946983,-255.991460418878
189.25769232243033,-256.0517491362227
188.2291289811831,-256.08793562632087
187.2,-256.09999999999997
