x,y
-75.25,256.09999999999997
-74.0479472324086,256.0925040951085
-72.84630496473613,256.07001894027866
-71.64548355671614,256.0325522141703
-70.44589308775944,255.98011671163607
-69.2479432169122,255.91273033935198
-68.05204304295788,255.83041610970247
-66.85860096471026,255.73320213292158
-65.66802454154583,255.62112160749328
-64.48072035422234,255.49421280881432
-63.2970938660321,255.35251907612326
-62.11754928433648,255.19608879769993
-60.94248942252955,255.02497539434114
-59.772315562477644,254.83923730111735
-58.607427317481964,254.6389379474173
-57.448222495811,254.42414573528671
-56.29509696484943,254.1949340160693
-55.148444515909674,253.9513810653572
-54.00865672975259,253.69357005625994
-52.87612284286298,253.42158903100096
-51.7512296145257,253.1355308708512
-50.63436119474771,252.83549326441027
-49.52589899307121,252.52157867424597
-48.426221548322566,252.19389430190324
-47.33570439934178,251.85255205129502
-46.25471995673618,251.4976684904872
-45.18363737570263,251.1293648118907
-44.12282242996132,250.7477667908743
-43.07263738684439,250.35300474281266
-42.033440883582,249.94521347858353
-41.005587804828004,249.52453225853003
-39.989429161467164,249.09110474490345
-38.9853119707453,248.64507895280263
-37.99357913776314,248.18660719962696
-37.01456933837462,247.71584605306015
-36.04861690352937,247.23295627760248
-35.096051705098965,246.73810277966987
-34.15719904322603,246.23145455127855
-33.232379535234486,245.71318461233437
-32.321909006139094,245.1834699515467
-31.42609838079146,244.6424914659869
-30.545253577699462,244.0904338993122
-29.679675404556427,243.5274857786759
-28.82965945551551,242.95383935034545
-27.995496010244615,242.3696905140506
-27.17746993479613,241.77523875608384
-26.375860584325387,241.17068708117588
-25.59094170769125,240.55624194316994
-24.82298135397101,239.93211317451767
-24.07224178092192,239.29851391462188
-23.33897936542042,238.65566053704933
-22.623444515909668,238.00377257563954
-21.925881586885268,237.34307264953415
-21.246528795448427,236.67378638715263
-20.58561813995508,235.99614234914048
-19.943375320788597,235.31037195031587
-19.320019663283375,234.6167093806418
-18.71576404282539,233.91539152525024
-18.130814812155442,233.20665788354643
-17.565371730899976,232.49075048741972
-17.019627897353196,231.76791381859
-16.49376968253432,231.03839472511748
-15.987976666541954,230.3024423371043
-15.502421577227707,229.56030798161677
-15.037270231209767,228.8122450968574
-14.592681477246657,228.05850914561597
-14.168807141990577,227.29935752802942
-13.765791978138687,226.53504949367962
-13.383773615000266,225.76584605306016
-13.022882511496327,224.99200988844132
-12.683241911608121,224.2138052641644
-12.364967802289364,223.4314979363957
-12.068168873856798,222.64535506237092
-11.792946482872601,221.8556451091614
-11.539394617531151,221.0626377619927
-11.307599865562189,220.26660383214738
-11.09764138466116,219.46781516448326
-10.909590875456956,218.66654454459854
-10.743512557026193,217.8630656056759
-10.599463144962442,217.05765273503684
-10.477491832007999,216.2505809804389
-10.377640271254492,215.44212595614692
-10.299942561918428,214.63256374881104
-10.244425237696362,213.82217082318343
-10.211107257703674,213.01122392770577
-10.200000000000003,212.19999999999996
